时间,实际功率(MW)
2020-09-26 04:45:00,137.11 
2020-09-26 05:00:00,145.20 
2020-09-26 05:15:00,149.96 
2020-09-26 05:30:00,144.07 
2020-09-26 05:45:00,139.99 
2020-09-26 06:00:00,141.92 
2020-09-26 06:15:00,138.91 
2020-09-26 06:30:00,135.43 
2020-09-26 06:45:00,133.89 
2020-09-26 07:00:00,134.90 
2020-09-26 07:15:00,132.99 
2020-09-26 07:30:00,130.29 
2020-09-26 07:45:00,129.75 
2020-09-26 08:00:00,135.22 
2020-09-26 08:15:00,133.35 
2020-09-26 08:30:00,125.73 
2020-09-26 08:45:00,126.51 
2020-09-26 09:00:00,124.83 
2020-09-26 09:15:00,121.60 
2020-09-26 09:30:00,108.91 
2020-09-26 09:45:00,98.11 
2020-09-26 10:00:00,100.35 
2020-09-26 10:15:00,117.62 
2020-09-26 10:30:00,116.01 
2020-09-26 10:45:00,119.41 
2020-09-26 11:00:00,119.10 
2020-09-26 11:15:00,109.90 
2020-09-26 11:30:00,122.89 
2020-09-26 11:45:00,130.67 
2020-09-26 12:00:00,130.25 
2020-09-26 12:15:00,126.11 
2020-09-26 12:30:00,123.10 
2020-09-26 12:45:00,122.59 
2020-09-26 13:00:00,120.89 
2020-09-26 13:15:00,121.65 
2020-09-26 13:30:00,119.97 
2020-09-26 13:45:00,120.72 
2020-09-26 14:00:00,121.14 
2020-09-26 14:15:00,117.63 
2020-09-26 14:30:00,119.81 
2020-09-26 14:45:00,122.11 
2020-09-26 15:00:00,122.74 
2020-09-26 15:15:00,121.70 
2020-09-26 15:30:00,122.18 
2020-09-26 15:45:00,122.75 
2020-09-26 16:00:00,123.76 
2020-09-26 16:15:00,123.67 
2020-09-26 16:30:00,123.86 
2020-09-26 16:45:00,123.54 
2020-09-26 17:00:00,123.49 
2020-09-26 17:15:00,123.50 
2020-09-26 17:30:00,123.58 
2020-09-26 17:45:00,123.55 
2020-09-26 18:00:00,123.50 
2020-09-26 18:15:00,123.53 
2020-09-26 18:30:00,123.55 
2020-09-26 18:45:00,123.21 
2020-09-26 19:00:00,123.33 
2020-09-26 19:15:00,123.37 
2020-09-26 19:30:00,123.23 
2020-09-26 19:45:00,123.05 
2020-09-26 20:00:00,123.07 
2020-09-26 20:15:00,123.19 
2020-09-26 20:30:00,123.82 
2020-09-26 20:45:00,123.35 
2020-09-26 21:00:00,123.23 
2020-09-26 21:15:00,123.23 
2020-09-26 21:30:00,123.32 
2020-09-26 21:45:00,123.26 
2020-09-26 22:00:00,123.35 
2020-09-26 22:15:00,123.25 
2020-09-26 22:30:00,117.35 
2020-09-26 22:45:00,110.33 
2020-09-26 23:00:00,109.33 
2020-09-26 23:15:00,112.30 
2020-09-26 23:30:00,117.51 
2020-09-26 23:45:00,120.35 
2020-09-27 00:00:00,117.04 
2020-09-27 00:15:00,113.12 
2020-09-27 00:30:00,114.17 
2020-09-27 00:45:00,104.45 
2020-09-27 01:00:00,120.00 
2020-09-27 01:15:00,121.70 
2020-09-27 01:30:00,120.07 
2020-09-27 01:45:00,111.94 
2020-09-27 02:00:00,118.62 
2020-09-27 02:15:00,117.44 
2020-09-27 02:30:00,121.21 
2020-09-27 02:45:00,121.75 
2020-09-27 03:00:00,122.55 
2020-09-27 03:15:00,122.72 
2020-09-27 03:30:00,122.93 
2020-09-27 03:45:00,122.95 
2020-09-27 04:00:00,123.29 
2020-09-27 04:15:00,123.33 
2020-09-27 04:30:00,123.46 
2020-09-27 04:45:00,123.27 
2020-09-27 05:00:00,123.57 
2020-09-27 05:15:00,124.10 
2020-09-27 05:30:00,123.49 
2020-09-27 05:45:00,123.45 
2020-09-27 06:00:00,124.12 
2020-09-27 06:15:00,125.06 
2020-09-27 06:30:00,124.77 
2020-09-27 06:45:00,123.88 
2020-09-27 07:00:00,123.12 
2020-09-27 07:15:00,123.36 
2020-09-27 07:30:00,123.36 
2020-09-27 07:45:00,125.79 
2020-09-27 08:00:00,124.72 
2020-09-27 08:15:00,124.29 
2020-09-27 08:30:00,123.90 
2020-09-27 08:45:00,123.29 
2020-09-27 09:00:00,123.15 
2020-09-27 09:15:00,121.32 
2020-09-27 09:30:00,92.01 
2020-09-27 09:45:00,68.25 
2020-09-27 10:00:00,68.97 
2020-09-27 10:15:00,61.58 
2020-09-27 10:30:00,68.08 
2020-09-27 10:45:00,98.64 
2020-09-27 11:00:00,124.55 
2020-09-27 11:15:00,121.37 
2020-09-27 11:30:00,120.61 
2020-09-27 11:45:00,122.67 
2020-09-27 12:00:00,119.92 
2020-09-27 12:15:00,111.84 
2020-09-27 12:30:00,106.02 
2020-09-27 12:45:00,110.81 
2020-09-27 13:00:00,107.77 
2020-09-27 13:15:00,104.04 
2020-09-27 13:30:00,110.67 
2020-09-27 13:45:00,110.69 
2020-09-27 14:00:00,102.30 
2020-09-27 14:15:00,125.50 
2020-09-27 14:30:00,124.42 
2020-09-27 14:45:00,126.95 
2020-09-27 15:00:00,127.56 
2020-09-27 15:15:00,125.38 
2020-09-27 15:30:00,124.97 
2020-09-27 15:45:00,123.61 
2020-09-27 16:00:00,124.72 
2020-09-27 16:15:00,125.45 
2020-09-27 16:30:00,124.17 
2020-09-27 16:45:00,123.67 
2020-09-27 17:00:00,123.87 
2020-09-27 17:15:00,123.38 
2020-09-27 17:30:00,123.32 
2020-09-27 17:45:00,124.27 
2020-09-27 18:00:00,123.95 
2020-09-27 18:15:00,123.64 
2020-09-27 18:30:00,124.01 
2020-09-27 18:45:00,124.13 
2020-09-27 19:00:00,123.87 
2020-09-27 19:15:00,123.79 
2020-09-27 19:30:00,123.42 
2020-09-27 19:45:00,123.60 
2020-09-27 20:00:00,123.68 
2020-09-27 20:15:00,123.44 
2020-09-27 20:30:00,123.52 
2020-09-27 20:45:00,123.38 
2020-09-27 21:00:00,123.54 
2020-09-27 21:15:00,124.66 
2020-09-27 21:30:00,124.61 
2020-09-27 21:45:00,125.34 
2020-09-27 22:00:00,125.34 
2020-09-27 22:15:00,125.91 
2020-09-27 22:30:00,125.80 
2020-09-27 22:45:00,123.82 
2020-09-27 23:00:00,123.88 
2020-09-27 23:15:00,123.94 
2020-09-27 23:30:00,124.10 
2020-09-27 23:45:00,124.92 
2020-09-28 00:00:00,124.84 
2020-09-28 00:15:00,124.80 
2020-09-28 00:30:00,126.43 
2020-09-28 00:45:00,125.88 
2020-09-28 01:00:00,125.25 
2020-09-28 01:15:00,125.10 
2020-09-28 01:30:00,124.61 
2020-09-28 01:45:00,126.69 
2020-09-28 02:00:00,124.56 
2020-09-28 02:15:00,120.41 
2020-09-28 02:30:00,107.79 
2020-09-28 02:45:00,96.89 
2020-09-28 03:00:00,92.81 
2020-09-28 03:15:00,92.88 
2020-09-28 03:30:00,74.92 
2020-09-28 03:45:00,61.81 
2020-09-28 04:00:00,57.06 
2020-09-28 04:15:00,56.46 
2020-09-28 04:30:00,58.72 
2020-09-28 04:45:00,58.44 
2020-09-28 05:00:00,61.60 
2020-09-28 05:15:00,70.97 
2020-09-28 05:30:00,79.14 
2020-09-28 05:45:00,59.35 
2020-09-28 06:00:00,42.31 
2020-09-28 06:15:00,42.68 
2020-09-28 06:30:00,44.65 
2020-09-28 06:45:00,55.04 
2020-09-28 07:00:00,77.28 
2020-09-28 07:15:00,89.43 
2020-09-28 07:30:00,86.28 
2020-09-28 07:45:00,81.59 
2020-09-28 08:00:00,81.13 
2020-09-28 08:15:00,78.80 
2020-09-28 08:30:00,66.88 
2020-09-28 08:45:00,48.72 
2020-09-28 09:00:00,41.96 
2020-09-28 09:15:00,48.90 
2020-09-28 09:30:00,53.54 
2020-09-28 09:45:00,49.27 
2020-09-28 10:00:00,39.40 
2020-09-28 10:15:00,30.15 
2020-09-28 10:30:00,26.22 
2020-09-28 10:45:00,19.85 
2020-09-28 11:00:00,19.21 
2020-09-28 11:15:00,19.28 
2020-09-28 11:30:00,17.23 
2020-09-28 11:45:00,17.84 
2020-09-28 12:00:00,21.21 
2020-09-28 12:15:00,27.33 
2020-09-28 12:30:00,39.84 
2020-09-28 12:45:00,54.38 
2020-09-28 13:00:00,69.87 
2020-09-28 13:15:00,81.15 
2020-09-28 13:30:00,84.36 
2020-09-28 13:45:00,93.57 
2020-09-28 14:00:00,102.73 
2020-09-28 14:15:00,115.38 
2020-09-28 14:30:00,119.90 
2020-09-28 14:45:00,119.37 
2020-09-28 15:00:00,120.13 
2020-09-28 15:15:00,127.46 
2020-09-28 15:30:00,129.85 
2020-09-28 15:45:00,128.31 
2020-09-28 16:00:00,126.53 
2020-09-28 16:15:00,123.30 
2020-09-28 16:30:00,126.87 
2020-09-28 16:45:00,126.17 
2020-09-28 17:00:00,126.61 
2020-09-28 17:15:00,125.31 
2020-09-28 17:30:00,124.45 
2020-09-28 17:45:00,125.58 
2020-09-28 18:00:00,126.04 
2020-09-28 18:15:00,125.78 
2020-09-28 18:30:00,126.78 
2020-09-28 18:45:00,126.90 
2020-09-28 19:00:00,126.53 
2020-09-28 19:15:00,126.89 
2020-09-28 19:30:00,126.94 
2020-09-28 19:45:00,126.65 
2020-09-28 20:00:00,125.99 
2020-09-28 20:15:00,126.30 
2020-09-28 20:30:00,125.88 
2020-09-28 20:45:00,124.73 
2020-09-28 21:00:00,125.42 
2020-09-28 21:15:00,124.76 
2020-09-28 21:30:00,125.31 
2020-09-28 21:45:00,125.62 
2020-09-28 22:00:00,125.88 
2020-09-28 22:15:00,126.83 
2020-09-28 22:30:00,128.65 
2020-09-28 22:45:00,133.85 
2020-09-28 23:00:00,136.19 
2020-09-28 23:15:00,142.31 
2020-09-28 23:30:00,133.66 
2020-09-28 23:45:00,122.16 
2020-09-29 00:00:00,127.29 
2020-09-29 00:15:00,129.02 
2020-09-29 00:30:00,135.95 
2020-09-29 00:45:00,136.80 
2020-09-29 01:00:00,134.59 
2020-09-29 01:15:00,134.69 
2020-09-29 01:30:00,134.81 
2020-09-29 01:45:00,136.19 
2020-09-29 02:00:00,134.66 
2020-09-29 02:15:00,128.44 
2020-09-29 02:30:00,129.61 
2020-09-29 02:45:00,126.68 
2020-09-29 03:00:00,117.23 
2020-09-29 03:15:00,112.03 
2020-09-29 03:30:00,89.44 
2020-09-29 03:45:00,81.86 
2020-09-29 04:00:00,118.02 
2020-09-29 04:15:00,143.01 
2020-09-29 04:30:00,137.98 
2020-09-29 04:45:00,130.34 
2020-09-29 05:00:00,134.87 
2020-09-29 05:15:00,135.87 
2020-09-29 05:30:00,135.81 
2020-09-29 05:45:00,135.96 
2020-09-29 06:00:00,134.71 
2020-09-29 06:15:00,124.82 
2020-09-29 06:30:00,125.31 
2020-09-29 06:45:00,125.51 
2020-09-29 07:00:00,125.54 
2020-09-29 07:15:00,126.14 
2020-09-29 07:30:00,125.49 
2020-09-29 07:45:00,125.79 
2020-09-29 08:00:00,129.30 
2020-09-29 08:15:00,135.36 
2020-09-29 08:30:00,131.29 
2020-09-29 08:45:00,126.06 
2020-09-29 09:00:00,125.24 
2020-09-29 09:15:00,125.44 
2020-09-29 09:30:00,126.08 
2020-09-29 09:45:00,125.91 
2020-09-29 10:00:00,125.86 
2020-09-29 10:15:00,125.97 
2020-09-29 10:30:00,126.93 
2020-09-29 10:45:00,127.77 
2020-09-29 11:00:00,127.50 
2020-09-29 11:15:00,130.24 
2020-09-29 11:30:00,134.62 
2020-09-29 11:45:00,136.21 
2020-09-29 12:00:00,135.06 
2020-09-29 12:15:00,130.18 
2020-09-29 12:30:00,131.15 
2020-09-29 12:45:00,131.44 
2020-09-29 13:00:00,130.05 
2020-09-29 13:15:00,129.66 
2020-09-29 13:30:00,129.23 
2020-09-29 13:45:00,129.90 
2020-09-29 14:00:00,129.99 
2020-09-29 14:15:00,130.22 
2020-09-29 14:30:00,127.75 
2020-09-29 14:45:00,126.32 
2020-09-29 15:00:00,126.85 
2020-09-29 15:15:00,127.23 
2020-09-29 15:30:00,127.20 
2020-09-29 15:45:00,127.26 
2020-09-29 16:00:00,127.32 
2020-09-29 16:15:00,127.33 
2020-09-29 16:30:00,127.84 
2020-09-29 16:45:00,127.41 
2020-09-29 17:00:00,127.46 
2020-09-29 17:15:00,126.63 
2020-09-29 17:30:00,126.49 
2020-09-29 17:45:00,126.59 
2020-09-29 18:00:00,126.38 
2020-09-29 18:15:00,126.41 
2020-09-29 18:30:00,125.99 
2020-09-29 18:45:00,125.41 
2020-09-29 19:00:00,125.25 
2020-09-29 19:15:00,126.37 
2020-09-29 19:30:00,125.88 
2020-09-29 19:45:00,125.60 
2020-09-29 20:00:00,125.80 
2020-09-29 20:15:00,125.05 
2020-09-29 20:30:00,126.20 
2020-09-29 20:45:00,124.76 
2020-09-29 21:00:00,125.27 
2020-09-29 21:15:00,126.86 
2020-09-29 21:30:00,127.10 
2020-09-29 21:45:00,126.89 
2020-09-29 22:00:00,126.97 
2020-09-29 22:15:00,127.08 
2020-09-29 22:30:00,127.07 
2020-09-29 22:45:00,127.12 
2020-09-29 23:00:00,127.03 
2020-09-29 23:15:00,127.06 
2020-09-29 23:30:00,127.00 
2020-09-29 23:45:00,127.01 
2020-09-30 00:00:00,127.06 
2020-09-30 00:15:00,127.06 
2020-09-30 00:30:00,127.09 
2020-09-30 00:45:00,127.05 
2020-09-30 01:00:00,127.04 
2020-09-30 01:15:00,127.02 
2020-09-30 01:30:00,127.00 
2020-09-30 01:45:00,126.06 
2020-09-30 02:00:00,125.18 
2020-09-30 02:15:00,125.09 
2020-09-30 02:30:00,125.38 
2020-09-30 02:45:00,125.14 
2020-09-30 03:00:00,124.92 
2020-09-30 03:15:00,125.13 
2020-09-30 03:30:00,125.16 
2020-09-30 03:45:00,125.07 
2020-09-30 04:00:00,123.88 
2020-09-30 04:15:00,124.71 
2020-09-30 04:30:00,123.40 
2020-09-30 04:45:00,124.43 
2020-09-30 05:00:00,125.25 
2020-09-30 05:15:00,126.30 
2020-09-30 05:30:00,125.32 
2020-09-30 05:45:00,126.68 
2020-09-30 06:00:00,126.20 
2020-09-30 06:15:00,124.61 
2020-09-30 06:30:00,125.65 
2020-09-30 06:45:00,126.93 
2020-09-30 07:00:00,127.68 
2020-09-30 07:15:00,127.57 
2020-09-30 07:30:00,132.09 
2020-09-30 07:45:00,134.17 
2020-09-30 08:00:00,135.23 
2020-09-30 08:15:00,138.19 
2020-09-30 08:30:00,130.90 
2020-09-30 08:45:00,128.27 
2020-09-30 09:00:00,113.60 
2020-09-30 09:15:00,94.84 
2020-09-30 09:30:00,85.80 
2020-09-30 09:45:00,79.29 
2020-09-30 10:00:00,68.40 
2020-09-30 10:15:00,65.31 
2020-09-30 10:30:00,68.90 
2020-09-30 10:45:00,67.46 
2020-09-30 11:00:00,64.58 
2020-09-30 11:15:00,52.53 
2020-09-30 11:30:00,38.14 
2020-09-30 11:45:00,48.54 
2020-09-30 12:00:00,54.96 
2020-09-30 12:15:00,57.54 
2020-09-30 12:30:00,60.49 
2020-09-30 12:45:00,58.79 
2020-09-30 13:00:00,64.08 
2020-09-30 13:15:00,66.42 
2020-09-30 13:30:00,75.74 
2020-09-30 13:45:00,86.34 
2020-09-30 14:00:00,90.41 
2020-09-30 14:15:00,97.23 
2020-09-30 14:30:00,109.11 
2020-09-30 14:45:00,112.23 
2020-09-30 15:00:00,119.89 
2020-09-30 15:15:00,106.77 
2020-09-30 15:30:00,99.93 
2020-09-30 15:45:00,98.11 
2020-09-30 16:00:00,94.98 
2020-09-30 16:15:00,93.09 
2020-09-30 16:30:00,92.71 
2020-09-30 16:45:00,91.23 
2020-09-30 17:00:00,96.97 
2020-09-30 17:15:00,125.42 
2020-09-30 17:30:00,126.88 
2020-09-30 17:45:00,126.39 
2020-09-30 18:00:00,126.21 
2020-09-30 18:15:00,126.63 
2020-09-30 18:30:00,125.04 
2020-09-30 18:45:00,124.98 
2020-09-30 19:00:00,125.17 
2020-09-30 19:15:00,124.67 
2020-09-30 19:30:00,125.09 
2020-09-30 19:45:00,125.30 
2020-09-30 20:00:00,125.48 
2020-09-30 20:15:00,125.25 
2020-09-30 20:30:00,125.71 
2020-09-30 20:45:00,125.59 
2020-09-30 21:00:00,125.10 
2020-09-30 21:15:00,125.92 
2020-09-30 21:30:00,126.38 
2020-09-30 21:45:00,126.08 
2020-09-30 22:00:00,125.71 
2020-09-30 22:15:00,126.52 
2020-09-30 22:30:00,127.14 
2020-09-30 22:45:00,127.10 
2020-09-30 23:00:00,127.19 
2020-09-30 23:15:00,124.88 
2020-09-30 23:30:00,124.35 
2020-09-30 23:45:00,124.94 
2020-10-01 00:00:00,125.65 
2020-10-01 00:15:00,125.20 
2020-10-01 00:30:00,125.12 
2020-10-01 00:45:00,125.88 
2020-10-01 01:00:00,124.18 
2020-10-01 01:15:00,124.80 
2020-10-01 01:30:00,126.86 
2020-10-01 01:45:00,126.53 
2020-10-01 02:00:00,126.14 
2020-10-01 02:15:00,126.85 
2020-10-01 02:30:00,126.37 
2020-10-01 02:45:00,126.16 
2020-10-01 03:00:00,126.96 
2020-10-01 03:15:00,126.15 
2020-10-01 03:30:00,125.17 
2020-10-01 03:45:00,124.48 
2020-10-01 04:00:00,124.90 
2020-10-01 04:15:00,124.92 
2020-10-01 04:30:00,125.56 
2020-10-01 04:45:00,125.39 
2020-10-01 05:00:00,125.62 
2020-10-01 05:15:00,125.04 
2020-10-01 05:30:00,125.75 
2020-10-01 05:45:00,125.36 
2020-10-01 06:00:00,124.89 
2020-10-01 06:15:00,124.54 
2020-10-01 06:30:00,125.30 
2020-10-01 06:45:00,124.76 
2020-10-01 07:00:00,125.52 
2020-10-01 07:15:00,125.14 
2020-10-01 07:30:00,125.01 
2020-10-01 07:45:00,125.43 
2020-10-01 08:00:00,128.46 
2020-10-01 08:15:00,130.71 
2020-10-01 08:30:00,134.12 
2020-10-01 08:45:00,140.61 
2020-10-01 09:00:00,148.19 
2020-10-01 09:15:00,149.07 
2020-10-01 09:30:00,149.80 
2020-10-01 09:45:00,146.33 
2020-10-01 10:00:00,140.85 
2020-10-01 10:15:00,134.05 
2020-10-01 10:30:00,130.76 
2020-10-01 10:45:00,109.83 
2020-10-01 11:00:00,113.05 
2020-10-01 11:15:00,102.60 
2020-10-01 11:30:00,104.61 
2020-10-01 11:45:00,77.57 
2020-10-01 12:00:00,75.51 
2020-10-01 12:15:00,69.52 
2020-10-01 12:30:00,65.96 
2020-10-01 12:45:00,70.37 
2020-10-01 13:00:00,84.34 
2020-10-01 13:15:00,85.08 
2020-10-01 13:30:00,76.87 
2020-10-01 13:45:00,94.41 
2020-10-01 14:00:00,90.73 
2020-10-01 14:15:00,104.54 
2020-10-01 14:30:00,119.24 
2020-10-01 14:45:00,102.83 
2020-10-01 15:00:00,80.07 
2020-10-01 15:15:00,121.63 
2020-10-01 15:30:00,125.53 
2020-10-01 15:45:00,124.99 
2020-10-01 16:00:00,124.82 
2020-10-01 16:15:00,124.61 
2020-10-01 16:30:00,124.37 
2020-10-01 16:45:00,122.14 
2020-10-01 17:00:00,122.82 
2020-10-01 17:15:00,124.33 
2020-10-01 17:30:00,124.25 
2020-10-01 17:45:00,124.15 
2020-10-01 18:00:00,124.52 
2020-10-01 18:15:00,125.14 
2020-10-01 18:30:00,124.90 
2020-10-01 18:45:00,125.30 
2020-10-01 19:00:00,125.37 
2020-10-01 19:15:00,126.05 
2020-10-01 19:30:00,125.46 
2020-10-01 19:45:00,125.08 
2020-10-01 20:00:00,125.13 
2020-10-01 20:15:00,125.19 
2020-10-01 20:30:00,125.21 
2020-10-01 20:45:00,125.28 
2020-10-01 21:00:00,125.01 
2020-10-01 21:15:00,124.77 
2020-10-01 21:30:00,125.00 
2020-10-01 21:45:00,125.16 
2020-10-01 22:00:00,124.96 
2020-10-01 22:15:00,125.50 
2020-10-01 22:30:00,124.51 
2020-10-01 22:45:00,124.56 
2020-10-01 23:00:00,124.87 
2020-10-01 23:15:00,124.99 
2020-10-01 23:30:00,124.95 
2020-10-01 23:45:00,124.94 
2020-10-02 00:00:00,124.47 
2020-10-02 00:15:00,123.57 
2020-10-02 00:30:00,124.62 
2020-10-02 00:45:00,125.16 
2020-10-02 01:00:00,125.09 
2020-10-02 01:15:00,125.22 
2020-10-02 01:30:00,125.18 
2020-10-02 01:45:00,125.32 
2020-10-02 02:00:00,125.32 
2020-10-02 02:15:00,124.86 
2020-10-02 02:30:00,124.98 
2020-10-02 02:45:00,125.06 
2020-10-02 03:00:00,125.04 
2020-10-02 03:15:00,125.06 
2020-10-02 03:30:00,125.90 
2020-10-02 03:45:00,126.07 
2020-10-02 04:00:00,126.03 
2020-10-02 04:15:00,126.43 
2020-10-02 04:30:00,126.03 
2020-10-02 04:45:00,126.27 
2020-10-02 05:00:00,126.36 
2020-10-02 05:15:00,125.60 
2020-10-02 05:30:00,125.94 
2020-10-02 05:45:00,126.86 
2020-10-02 06:00:00,125.50 
2020-10-02 06:15:00,127.32 
2020-10-02 06:30:00,125.69 
2020-10-02 06:45:00,125.05 
2020-10-02 07:00:00,125.07 
2020-10-02 07:15:00,125.09 
2020-10-02 07:30:00,127.50 
2020-10-02 07:45:00,132.83 
2020-10-02 08:00:00,116.87 
2020-10-02 08:15:00,94.76 
2020-10-02 08:30:00,77.06 
2020-10-02 08:45:00,56.70 
2020-10-02 09:00:00,45.59 
2020-10-02 09:15:00,40.20 
2020-10-02 09:30:00,35.57 
2020-10-02 09:45:00,35.31 
2020-10-02 10:00:00,37.36 
2020-10-02 10:15:00,35.92 
2020-10-02 10:30:00,35.82 
2020-10-02 10:45:00,30.77 
2020-10-02 11:00:00,24.62 
2020-10-02 11:15:00,18.65 
2020-10-02 11:30:00,17.42 
2020-10-02 11:45:00,15.09 
2020-10-02 12:00:00,12.91 
2020-10-02 12:15:00,13.47 
2020-10-02 12:30:00,14.89 
2020-10-02 12:45:00,14.20 
2020-10-02 13:00:00,16.84 
2020-10-02 13:15:00,22.76 
2020-10-02 13:30:00,28.11 
2020-10-02 13:45:00,32.95 
2020-10-02 14:00:00,27.73 
2020-10-02 14:15:00,41.39 
2020-10-02 14:30:00,69.53 
2020-10-02 14:45:00,111.38 
2020-10-02 15:00:00,125.91 
2020-10-02 15:15:00,122.12 
2020-10-02 15:30:00,123.42 
2020-10-02 15:45:00,124.33 
2020-10-02 16:00:00,122.32 
2020-10-02 16:15:00,103.28 
2020-10-02 16:30:00,110.46 
2020-10-02 16:45:00,122.71 
2020-10-02 17:00:00,125.31 
2020-10-02 17:15:00,125.66 
2020-10-02 17:30:00,127.34 
2020-10-02 17:45:00,126.46 
2020-10-02 18:00:00,126.65 
2020-10-02 18:15:00,126.94 
2020-10-02 18:30:00,126.36 
2020-10-02 18:45:00,125.37 
2020-10-02 19:00:00,125.97 
2020-10-02 19:15:00,126.36 
2020-10-02 19:30:00,127.05 
2020-10-02 19:45:00,126.57 
2020-10-02 20:00:00,125.96 
2020-10-02 20:15:00,126.16 
2020-10-02 20:30:00,126.32 
2020-10-02 20:45:00,125.96 
2020-10-02 21:00:00,124.73 
2020-10-02 21:15:00,126.56 
2020-10-02 21:30:00,132.16 
2020-10-02 21:45:00,136.49 
2020-10-02 22:00:00,135.40 
2020-10-02 22:15:00,133.22 
2020-10-02 22:30:00,122.65 
2020-10-02 22:45:00,112.91 
2020-10-02 23:00:00,91.36 
2020-10-02 23:15:00,77.96 
2020-10-02 23:30:00,76.97 
2020-10-02 23:45:00,67.83 
2020-10-03 00:00:00,60.70 
2020-10-03 00:15:00,49.36 
2020-10-03 00:30:00,36.42 
2020-10-03 00:45:00,27.29 
2020-10-03 01:00:00,16.05 
2020-10-03 01:15:00,5.02 
2020-10-03 01:30:00,0.56 
2020-10-03 01:45:00,0.00 
2020-10-03 02:00:00,0.00 
2020-10-03 02:15:00,0.10 
2020-10-03 02:30:00,0.29 
2020-10-03 02:45:00,0.57 
2020-10-03 03:00:00,0.17 
2020-10-03 03:15:00,0.00 
2020-10-03 03:30:00,0.00 
2020-10-03 03:45:00,0.00 
2020-10-03 04:00:00,0.00 
2020-10-03 04:15:00,0.00 
2020-10-03 04:30:00,0.00 
2020-10-03 04:45:00,0.00 
2020-10-03 05:00:00,0.00 
2020-10-03 05:15:00,0.00 
2020-10-03 05:30:00,0.00 
2020-10-03 05:45:00,0.00 
2020-10-03 06:00:00,0.00 
2020-10-03 06:15:00,0.00 
2020-10-03 06:30:00,0.00 
2020-10-03 06:45:00,0.00 
2020-10-03 07:00:00,0.00 
2020-10-03 07:15:00,0.00 
2020-10-03 07:30:00,0.04 
2020-10-03 07:45:00,0.91 
2020-10-03 08:00:00,0.92 
2020-10-03 08:15:00,0.81 
2020-10-03 08:30:00,1.75 
2020-10-03 08:45:00,3.50 
2020-10-03 09:00:00,4.97 
2020-10-03 09:15:00,11.68 
2020-10-03 09:30:00,12.82 
2020-10-03 09:45:00,16.50 
2020-10-03 10:00:00,12.98 
2020-10-03 10:15:00,11.58 
2020-10-03 10:30:00,12.09 
2020-10-03 10:45:00,10.30 
2020-10-03 11:00:00,8.24 
2020-10-03 11:15:00,7.35 
2020-10-03 11:30:00,7.92 
2020-10-03 11:45:00,8.57 
2020-10-03 12:00:00,9.66 
2020-10-03 12:15:00,18.71 
2020-10-03 12:30:00,41.30 
2020-10-03 12:45:00,54.79 
2020-10-03 13:00:00,72.32 
2020-10-03 13:15:00,76.49 
2020-10-03 13:30:00,83.31 
2020-10-03 13:45:00,59.56 
2020-10-03 14:00:00,38.34 
2020-10-03 14:15:00,40.87 
2020-10-03 14:30:00,29.14 
2020-10-03 14:45:00,25.33 
2020-10-03 15:00:00,20.83 
2020-10-03 15:15:00,16.80 
2020-10-03 15:30:00,13.24 
2020-10-03 15:45:00,25.16 
2020-10-03 16:00:00,35.45 
2020-10-03 16:15:00,42.27 
2020-10-03 16:30:00,46.00 
2020-10-03 16:45:00,62.56 
2020-10-03 17:00:00,76.52 
2020-10-03 17:15:00,78.96 
2020-10-03 17:30:00,85.95 
2020-10-03 17:45:00,92.49 
2020-10-03 18:00:00,103.13 
2020-10-03 18:15:00,98.05 
2020-10-03 18:30:00,99.82 
2020-10-03 18:45:00,91.34 
2020-10-03 19:00:00,73.93 
2020-10-03 19:15:00,58.43 
2020-10-03 19:30:00,67.96 
2020-10-03 19:45:00,70.63 
2020-10-03 20:00:00,60.62 
2020-10-03 20:15:00,52.49 
2020-10-03 20:30:00,39.02 
2020-10-03 20:45:00,29.35 
2020-10-03 21:00:00,22.87 
2020-10-03 21:15:00,22.49 
2020-10-03 21:30:00,19.91 
2020-10-03 21:45:00,17.04 
2020-10-03 22:00:00,14.31 
2020-10-03 22:15:00,11.96 
2020-10-03 22:30:00,7.19 
2020-10-03 22:45:00,3.61 
2020-10-03 23:00:00,3.82 
2020-10-03 23:15:00,4.74 
2020-10-03 23:30:00,0.26 
2020-10-03 23:45:00,0.00 
2020-10-04 00:00:00,0.00 
2020-10-04 00:15:00,0.00 
2020-10-04 00:30:00,0.00 
2020-10-04 00:45:00,0.16 
2020-10-04 01:00:00,0.16 
2020-10-04 01:15:00,0.01 
2020-10-04 01:30:00,0.00 
2020-10-04 01:45:00,0.00 
2020-10-04 02:00:00,0.00 
2020-10-04 02:15:00,0.00 
2020-10-04 02:30:00,0.00 
2020-10-04 02:45:00,0.00 
2020-10-04 03:00:00,0.00 
2020-10-04 03:15:00,0.00 
2020-10-04 03:30:00,0.00 
2020-10-04 03:45:00,0.00 
2020-10-04 04:00:00,0.00 
2020-10-04 04:15:00,0.00 
2020-10-04 04:30:00,0.00 
2020-10-04 04:45:00,0.00 
2020-10-04 05:00:00,0.00 
2020-10-04 05:15:00,0.00 
2020-10-04 05:30:00,0.00 
2020-10-04 05:45:00,0.00 
2020-10-04 06:00:00,0.00 
2020-10-04 06:15:00,0.00 
2020-10-04 06:30:00,0.00 
2020-10-04 06:45:00,0.00 
